Confidence Score,Emotion,Time
45.58459854125977,ANGRY,18:00:00
28.69680213928223,CALM,18:05:00
62.50708770751953,ANGRY,18:10:00
47.2125129699707,ANGRY,18:15:00
93.97676849365234,ANGRY,18:20:00
90.35032653808594,ANGRY,18:25:00
47.28062438964844,ANGRY,18:30:00
38.98574447631836,CALM,18:35:00
93.39783477783205,ANGRY,18:40:00
75.92728424072266,ANGRY,18:45:00
86.46611022949219,ANGRY,18:50:00
55.50836181640625,ANGRY,20:05:00
47.87188720703125,CALM,20:10:00
50.1603012084961,CALM,20:15:00
92.60550689697266,ANGRY,20:20:00
48.75876998901367,SAD,20:25:00
89.50985717773438,ANGRY,20:30:00
62.57443237304688,ANGRY,20:35:00
50.59666442871094,CALM,20:40:00
48.9362678527832,CALM,20:45:00
66.66680908203125,CALM,20:50:00
96.54386138916016,ANGRY,20:55:00
97.3861312866211,ANGRY,21:00:00
97.8512191772461,ANGRY,21:05:00
